,race_american_indian,race_asian,race_black,race_native_hawaiian,race_white,race_other,bike_freq
7467,0,0,0,0,1,0,1
7468,0,1,0,0,0,0,4
7470,0,0,0,0,1,0,5
7476,0,0,0,0,1,0,2
7479,0,1,0,0,0,0,1
7485,0,0,0,0,1,0,4
7487,0,0,1,0,0,0,5
7490,0,0,0,0,1,0,6
7491,0,0,1,0,0,0,5
7492,0,0,0,0,1,0,5
7496,0,0,1,0,0,0,1
7497,0,0,0,0,1,0,4
7499,0,1,0,0,0,0,5
7503,0,0,0,0,1,0,5
7505,0,0,1,0,0,0,5
7506,0,0,0,0,1,0,5
7508,0,0,0,0,1,0,5
7511,0,0,0,0,1,0,1
7513,0,0,1,0,0,0,5
7516,0,0,0,0,1,0,5
7517,0,0,0,0,1,0,5
7519,0,0,1,0,0,0,5
7521,0,0,1,0,0,0,5
7523,0,0,0,0,1,0,5
7529,0,0,0,0,1,0,5
7531,0,0,0,0,0,1,5
7533,0,0,0,0,1,0,1
7534,0,0,0,0,1,0,5
7536,0,0,0,0,1,0,5
7541,0,0,0,0,1,0,5
7542,0,0,0,0,1,0,5
7543,0,0,0,0,1,0,5
7546,0,0,0,0,1,0,4
7549,0,0,1,0,0,0,6
7550,0,0,1,0,0,0,5
7554,0,0,1,0,0,0,5
7557,0,0,0,0,0,1,4
7559,0,0,1,0,0,0,6
7561,0,0,0,0,1,0,5
7563,0,0,0,0,1,0,6
7565,0,0,0,0,1,0,5
7567,0,0,0,0,0,1,2
7569,1,0,1,0,0,0,4
7572,0,0,0,0,1,0,1
7574,0,0,1,0,1,0,5
7578,0,0,1,0,0,0,5
7579,0,0,0,0,0,1,5
7580,0,0,0,0,1,0,5
7581,0,0,0,0,1,0,3
7583,0,0,0,0,1,0,6
7585,0,0,0,0,1,0,5
7588,0,1,0,0,0,0,1
7589,0,0,0,0,1,0,5
7590,0,1,0,0,0,0,5
7593,0,0,1,0,0,0,4
7598,0,0,0,0,1,0,4
7599,0,0,1,0,0,0,5
7600,0,0,0,0,1,0,6
7602,0,0,0,0,1,0,5
7605,0,0,0,0,1,0,5
7611,0,0,0,0,1,0,5
7612,0,0,0,0,1,0,5
7614,0,0,0,0,1,0,5
7618,0,1,0,0,0,0,3
7620,0,0,0,0,1,0,6
7625,0,0,1,0,0,0,5
7626,0,0,0,0,1,0,5
7630,0,0,0,0,1,0,5
7631,1,0,0,0,0,0,5
7632,0,0,1,0,0,0,5
7633,0,0,0,0,1,0,2
7634,0,0,0,0,1,0,4
7636,0,0,0,0,1,0,5
7637,0,0,0,1,0,0,3
7640,0,0,0,0,1,0,1
7644,0,0,1,0,0,0,5
7646,0,0,1,0,0,0,5
7653,0,0,0,0,1,0,5
7655,0,0,0,0,1,0,6
7657,0,0,0,0,1,0,5
7659,0,1,0,0,0,0,5
7661,0,1,0,0,0,0,5
7662,0,0,0,0,1,0,4
7664,0,0,0,0,1,1,4
7665,0,0,0,0,1,0,5
7667,0,0,1,0,0,0,5
7669,0,0,0,0,1,0,1
7670,0,1,0,0,0,0,3
7673,0,0,0,0,1,0,5
7674,0,0,0,0,1,0,6
7675,0,0,0,0,1,0,6
7676,0,0,0,0,1,1,5
7679,0,0,0,0,0,1,4
7684,0,0,1,0,0,0,5
7686,0,1,0,0,0,0,5
7687,0,0,0,0,1,0,5
7688,0,0,0,0,1,0,5
7689,0,0,0,0,1,0,4
7691,0,0,0,0,1,0,5
7694,0,0,0,0,1,0,5
7695,0,0,0,0,1,0,4
7696,0,0,1,0,0,0,5
7699,0,0,0,0,1,0,5
7705,0,0,0,0,1,0,5
7706,0,0,0,0,1,0,5
7709,0,0,0,0,1,0,5
7710,0,0,1,0,0,0,1
7713,0,0,0,0,1,0,5
7714,0,0,0,0,1,0,5
7715,0,0,0,0,1,0,6
7716,0,0,0,0,1,0,5
7717,0,0,0,0,1,0,4
7719,0,0,1,0,0,0,5
7720,0,0,0,0,1,0,5
7721,0,0,1,0,0,0,5
7722,0,0,0,0,0,1,5
7724,0,0,0,0,1,0,4
7726,0,0,1,0,0,0,5
7729,0,0,1,0,0,0,5
7730,0,0,1,0,0,0,5
7732,0,0,1,0,0,0,6
7734,0,1,0,0,0,0,5
7736,0,0,0,0,1,0,5
7737,0,0,0,0,1,0,4
7739,0,0,0,0,1,0,5
7742,0,0,0,0,1,0,5
7744,0,0,0,0,1,0,2
7746,0,1,0,0,0,0,5
7748,0,0,1,0,0,0,5
7749,0,0,0,0,1,0,5
7751,0,0,0,0,1,0,1
7755,0,0,1,0,0,0,5
7757,0,0,0,0,1,0,4
7760,0,0,0,0,1,1,5
7761,0,0,0,0,1,0,1
7772,0,0,0,0,1,0,6
7773,0,0,0,0,1,0,5
7776,0,0,0,0,1,0,5
7778,0,0,0,0,1,0,4
7781,0,0,0,0,1,0,1
7784,0,0,0,0,0,1,5
7788,0,0,0,0,1,0,5
7790,0,0,1,0,0,0,5
7792,0,0,0,0,1,0,5
7793,0,0,0,0,1,0,3
7797,0,1,0,0,0,0,5
7800,0,0,0,0,1,0,5
7802,0,0,0,0,1,0,1
7804,0,0,0,0,1,0,5
7805,0,0,0,0,1,0,5
7806,0,0,0,0,1,0,5
7809,0,0,0,0,1,0,4
7812,0,0,0,0,1,0,5
7813,0,0,1,0,0,0,4
7814,0,0,0,0,0,1,2
7816,0,0,0,0,1,0,5
7817,0,0,0,0,1,0,5
7820,0,0,0,0,1,0,5
7821,1,0,0,0,0,0,5
7822,0,0,0,0,1,0,2
7827,0,0,1,0,0,0,2
7830,0,0,1,0,0,0,5
7832,0,0,0,0,0,1,5
7833,0,0,0,0,1,0,1
7837,0,0,0,0,1,0,1
7842,0,1,0,0,0,0,5
7844,0,0,0,0,0,1,5
7845,0,0,1,0,0,0,5
7848,0,0,0,0,1,0,5
7850,0,0,1,0,0,0,5
7854,0,0,0,0,1,0,5
7855,0,0,0,0,0,1,5
7856,0,0,0,0,0,1,5
7858,0,0,0,1,0,0,5
7859,0,0,1,0,0,0,5
7861,0,0,0,0,1,0,5
7862,0,0,1,0,0,0,1
7863,0,0,1,0,0,0,5
7864,0,0,0,0,1,0,5
7865,0,0,1,0,0,0,5
7866,0,0,0,0,1,0,4
7867,0,0,0,0,1,0,5
7868,0,0,0,0,1,0,5
7870,0,0,1,0,0,0,6
7871,0,0,1,0,1,0,4
7872,0,1,0,0,0,0,5
7874,0,0,0,0,1,0,5
7875,0,0,0,0,1,0,6
7877,0,0,1,0,0,0,5
7878,0,0,0,0,0,1,1
7881,0,0,0,0,1,0,5
7882,0,0,0,0,0,1,5
7884,0,0,0,0,1,0,6
7888,0,0,0,0,1,0,6
7889,0,0,0,0,1,0,5
7891,0,0,0,0,1,0,4
7892,0,0,1,0,0,0,5
7894,0,0,0,0,1,0,6
7895,0,0,1,0,0,0,4
7898,0,0,0,0,1,0,1
7900,1,0,0,0,0,0,5
7903,0,0,0,0,1,0,5
7904,0,0,0,0,1,0,5
7905,0,0,0,0,1,0,5
7908,0,0,0,0,1,0,4
7909,0,0,1,0,0,0,5
7911,0,0,0,0,1,0,5
7912,0,0,0,0,1,0,5
7913,0,0,0,0,1,0,5
7916,0,0,0,0,0,1,5
7918,0,0,0,0,0,1,2
7922,0,0,0,0,1,0,4
7925,0,0,0,0,1,0,4
7934,0,0,0,0,1,0,5
7935,0,0,0,0,1,0,5
7942,0,1,0,1,0,0,5
7945,0,0,0,0,1,0,5
7947,0,0,0,0,1,0,4
7948,0,0,0,0,1,0,4
7949,0,0,1,0,0,0,5
7950,0,0,0,0,1,0,5
7961,0,0,0,0,1,0,5
7962,0,0,0,0,1,0,5
7964,0,1,0,0,0,0,5
7966,0,0,1,0,0,0,5
7967,0,0,0,0,1,0,5
7969,0,0,0,0,1,0,1
7970,0,0,0,0,1,0,1
7974,0,0,1,0,0,0,4
7975,0,0,1,0,0,0,5
7976,0,0,1,0,0,0,5
7985,0,0,1,0,0,0,1
7990,0,0,0,0,1,0,1
7991,0,0,1,0,0,0,6
7995,0,1,0,0,0,0,5
8001,0,0,1,0,0,0,5
8002,0,0,0,0,1,0,5
8003,0,0,1,0,0,0,5
8006,0,0,0,0,1,0,5
8008,0,0,1,0,0,0,5
8009,0,0,0,0,0,1,3
8014,0,0,0,0,1,0,5
8016,0,0,0,0,1,0,5
8018,0,0,0,0,1,0,5
8020,0,0,0,0,1,0,5
8022,0,0,0,0,1,0,5
8023,0,0,0,0,1,0,5
8025,0,0,0,0,1,0,5
8026,0,0,0,0,1,0,5
8028,0,1,0,0,0,0,5
8029,0,0,0,0,1,0,6
8032,0,0,1,0,1,1,5
8036,0,0,0,0,0,1,5
8040,0,0,0,0,1,0,5
8047,0,0,0,0,1,0,3
8049,0,0,0,0,1,0,6
8051,0,0,0,0,1,0,5
8053,0,0,0,0,0,1,5
8057,0,1,0,0,0,0,5
8059,0,0,1,0,0,0,5
8062,0,0,0,0,0,1,5
8064,0,0,0,0,1,0,4
8068,0,0,0,0,1,0,5
8070,0,0,0,0,1,0,4
8075,0,1,0,0,0,0,5
8076,0,0,0,0,1,0,3
8078,0,0,0,0,1,0,5
8080,0,0,0,0,1,0,5
8081,0,0,0,1,0,0,1
8083,0,0,0,0,1,0,5
8085,0,0,0,0,1,0,5
8086,0,0,0,0,1,0,5
8088,0,0,0,0,1,0,5
8089,0,0,0,0,1,0,5
8090,0,1,0,0,0,0,5
8092,0,0,0,0,1,0,5
8094,0,0,0,0,1,0,5
8096,0,0,0,0,1,0,5
8097,0,1,0,0,0,0,5
8099,0,0,0,0,1,0,5
8101,0,0,0,0,1,0,5
8103,0,0,0,0,1,0,5
8104,0,0,0,0,1,0,1
8105,0,0,0,0,1,0,5
8107,0,1,0,0,0,0,6
8112,0,0,0,0,0,1,5
8113,0,0,0,0,0,1,5
8114,0,0,1,0,0,0,5
8119,0,0,0,0,1,0,4
8121,0,0,1,0,0,0,5
8122,0,0,0,0,1,0,5
8130,0,0,0,0,1,0,5
8131,0,0,1,0,0,0,5
8133,0,0,1,0,0,0,6
8134,0,0,0,0,1,0,5
8136,0,0,1,0,0,0,5
8137,0,0,0,0,1,0,5
8139,0,0,1,0,0,0,5
8140,0,0,0,0,1,0,6
8144,0,0,1,0,0,0,5
8145,0,0,0,0,1,0,5
8149,0,0,1,0,0,0,5
8153,0,0,0,0,1,0,2
8155,0,0,1,0,0,0,5
8158,0,0,1,0,0,0,3
8160,0,0,0,0,1,0,2
8164,0,1,0,0,0,0,5
8169,0,0,1,0,0,0,4
8171,0,0,0,0,1,0,5
8172,0,0,0,0,1,0,4
8175,0,1,0,0,0,0,5
8176,0,0,1,0,0,0,5
8177,0,0,0,0,1,0,5
8180,0,0,0,0,1,0,6
8187,0,0,0,0,0,1,5
8189,0,0,0,0,1,0,2
8195,0,0,0,0,1,0,4
8198,0,0,1,0,0,1,5
8199,0,0,0,0,1,0,5
8207,0,0,0,0,1,0,5
8211,0,0,1,0,0,0,5
8214,0,0,0,0,1,0,5
8219,0,0,0,0,1,0,4
8221,0,0,0,0,1,0,6
8222,0,0,0,0,1,0,4
8226,0,0,0,0,1,0,5
8229,0,1,0,0,0,0,5
8231,0,0,0,0,1,0,5
8234,0,0,1,0,0,0,5
8235,0,0,0,0,1,0,5
8237,0,0,1,0,0,0,5
8240,0,0,0,0,0,1,4
8241,0,0,1,0,0,0,5
8244,0,0,0,0,0,1,5
8246,0,0,1,0,0,0,5
8247,0,0,0,0,1,0,6
8250,0,0,0,0,1,0,5
8255,0,0,0,0,0,1,5
8256,0,1,0,0,0,0,1
8268,0,0,0,0,1,0,6
8269,0,0,1,0,0,0,5
8270,0,0,0,0,1,0,5
8273,0,0,1,0,0,0,5
8274,0,0,0,0,1,0,5
8278,0,0,0,0,1,0,5
8282,0,0,0,0,1,0,4
